Id,Guests,Adults,Children,Leisure,Business,Cottage
301104,,1,0,0,0,1
301105,,,,,,
301106,,2,1,0,0,0
301107,,,,,,
301108,,,,,,
301109,,,,,,
301110,,2,0,0,0,0
301111,,3,0,0,0,6
301112,,,,,,
301113,,2,0,0,0,0
301114,,,,,,
301115,,,,,,
301116,,3,0,1,0,0
301117,,2,0,0,0,2
301118,,2,4,0,0,0
301119,,2,0,0,0,3
301120,,1,0,0,0,3
301121,,,,,,
301122,,4,1,0,0,0
301123,,1,0,0,0,0
301124,,2,0,0,0,0
301125,,1,0,0,0,0
301126,3,2,0,0,0,4
301127,,1,0,0,0,0
301128,,4,3,0,0,1
301129,,3,1,0,0,0
301130,,,,,,
301131,,2,2,0,0,0
301132,,2,0,0,0,0
301133,1,2,0,1,5,5
301134,,2,1,0,0,0
301135,,,,,,
301136,,3,1,0,0,0
301137,,,,,,
301138,,,,,,
301139,,4,1,1,0,5
301140,,1,0,0,0,0
301141,,2,0,0,0,0
301142,,1,0,0,0,0
301143,,1,0,1,0,0
301144,,,,,,
301145,,,,,,
301146,,2,0,1,0,1
301147,4,3,0,1,0,7
301148,,3,1,0,0,0
301149,,4,0,1,0,0
301150,,2,0,0,0,0
301151,,,,,,
301152,,1,0,0,0,1
301153,,2,0,0,0,0
301154,,2,1,0,0,1
301155,,3,1,2,0,0
301156,,2,2,0,1,0
301157,,2,0,0,0,0
301158,,3,0,0,0,0
301159,,2,0,0,0,0
301160,,2,0,0,0,0
301161,,2,0,0,0,0
301162,,3,0,0,0,0
301163,,2,2,1,0,0
301164,,2,2,0,0,1
301165,,2,0,0,0,0
301166,,3,0,1,0,0
301167,,1,0,1,0,6
301168,,1,0,0,0,0
301169,1,3,0,0,2,3
301170,,3,1,1,0,0
301171,,2,0,0,0,0
301172,,2,2,1,0,2
301173,,,,,,
301174,,2,3,1,0,1
301175,,4,0,0,0,2
301176,,,,,,
301177,,2,0,2,0,0
301178,,2,0,0,0,1
301179,,,,,,
301180,,,,,,
301181,,1,1,0,0,1
301182,,2,2,0,0,0
301183,,2,0,0,0,1
301184,,,,,,
301185,,1,0,0,0,0
301186,,2,0,0,0,2
301187,,,,,,
301188,,,,,,
301189,,,,,,
301190,,2,0,2,1,0
301191,,2,1,0,0,1
301192,,2,0,1,0,0
301193,,,,,,
301194,,,,,,
301195,,1,0,0,0,0
301196,,2,0,0,0,0
301197,,2,0,0,0,0
301198,,,,,,
301199,,2,2,0,0,0
301200,,1,0,0,1,1
301201,1,3,0,0,0,0
301202,,1,0,0,0,0
301203,,2,0,0,0,1
301204,,2,0,0,0,2
301205,,2,0,0,0,6
301206,,,,,,
301207,,1,0,0,0,0
301208,,,,,,
301209,,2,0,0,0,1
301210,,2,1,0,0,1
301211,,3,0,1,0,0
301212,,2,1,11,0,0
301213,,1,0,0,0,0
301214,,1,1,0,0,0
301215,,3,1,1,0,0
301216,,,,,,
301217,,2,0,1,0,1
301218,1,3,0,0,0,1
301219,,1,0,0,0,1
301220,,2,0,1,0,3
301221,,2,0,2,0,8
301222,,1,0,0,0,0
301223,,,,,,
301224,,2,2,0,0,1
301225,,,,,,
301226,,,,,,
301227,,1,0,0,0,0
301228,,,,,,
301229,,2,0,0,0,3
301230,,2,9,0,0,0
301231,,2,0,0,0,3
301232,,3,1,0,0,0
301233,,,,,,
301234,,2,2,0,1,1
301235,,,,,,
301236,,,,,,
301237,,,,,,
301238,,,,,,
301239,,2,0,1,0,0
301240,,2,0,0,0,2
301241,,,,,,
301242,,2,0,0,0,0
301243,,3,0,0,0,0
301244,,,,,,
301245,,2,0,1,0,0
301246,,,,,,
301247,,2,0,0,0,3
301248,,2,0,0,0,0
301249,,2,0,0,0,1
301250,,2,0,0,0,1
301251,,2,0,0,0,3
301252,,4,1,0,0,0
301253,,4,0,0,0,0
301254,,,,,,
301255,1,2,2,0,0,0
301256,,,,,,
301257,,1,0,0,0,0
301258,,1,0,0,0,2
301259,,2,0,0,0,0
301260,,,,,,
301261,,2,0,2,0,1
301262,,1,2,1,0,0
301263,2,2,2,0,0,0
301264,,,,,,
301265,,,,,,
301266,,,,,,
301267,,1,0,0,0,5
301268,,,,,,
301269,,,,,,
301270,,2,0,0,0,0
301271,,2,2,0,0,2
301272,,1,0,0,0,0
301273,,1,0,0,0,0
301274,,2,1,0,0,0
301275,,,,,,
301276,,3,1,0,0,0
301277,,1,0,0,0,1
301278,,2,0,0,0,1
301279,,,,,,
301280,1,4,0,0,0,3
301281,,3,0,1,0,2
301282,,2,1,1,15,0
301283,,,,,,
301284,,2,3,1,0,0
301285,,,,,,
301286,,2,1,1,0,2
301287,,2,0,0,0,5
301288,,2,0,0,0,0
301289,,,,,,
301290,,2,0,1,0,0
301291,,,,,,
301292,,1,0,0,0,2
301293,,2,2,0,0,1
301294,,2,2,0,1,2
301295,,,,,,
301296,,3,1,0,0,0
301297,,2,0,1,0,0
301298,,2,0,0,0,0
301299,,3,1,1,0,1
301300,,,,,,
301301,,4,0,0,0,0
301302,,,,,,
301303,5,1,3,1,0,0
301304,,3,2,0,0,0
301305,,1,0,0,0,0
301306,,,,,,
301307,,2,0,1,0,5
301308,,1,0,0,0,1
301309,,2,0,0,1,2
301310,,,,,,
301311,,,,,,
301312,,,,,,
301313,,,,,,
301314,,3,0,1,0,0
301315,,,,,,
301316,,,,,,
301317,,1,0,0,0,1
301318,,,,,,
301319,,,,,,
301320,,,,,,
301321,,1,2,0,1,0
301322,,2,4,0,0,0
301323,,,,,,
301324,,2,0,0,0,1
301325,,3,0,0,0,1
301326,,1,0,0,0,2
301327,,1,0,0,0,1
301328,,2,0,0,0,0
301329,,,,,,
301330,,2,0,0,0,0
301331,,,,,,
301332,,,,,,
301333,,2,2,0,2,2
301334,1,1,0,2,0,0
301335,,,,,,
301336,,,,,,
301337,,,,,,
301338,,2,0,1,0,0
301339,,2,0,1,0,12
301340,,2,0,0,0,4
301341,1,2,0,1,0,0
301342,1,3,2,0,0,0
301343,,5,2,1,2,1
301344,,2,0,1,0,1
301345,,2,0,1,0,4
301346,,1,0,0,0,10
301347,1,2,0,0,0,0
301348,,2,1,0,0,1
301349,,,,,,
301350,,1,0,0,0,0
301351,,,,,,
301352,,,,,,
301353,,2,0,0,0,0
301354,,2,0,0,0,0
301355,,1,0,1,3,5
301356,,6,0,0,0,0
301357,,4,1,0,0,0
301358,,3,1,1,0,2
301359,,,,,,
301360,,2,0,0,0,1
301361,,2,0,1,0,1
301362,,2,0,0,0,0
301363,,1,0,3,0,1
301364,,3,0,0,0,0
301365,,2,0,0,0,3
301366,,3,1,0,1,2
301367,,2,1,0,0,1
301368,1,1,1,1,0,0
301369,1,3,1,0,0,3
301370,,1,0,0,0,0
301371,,1,0,0,0,1
301372,1,2,0,0,0,1
301373,,1,0,0,0,3
301374,,2,0,0,0,0
301375,,2,0,0,0,0
301376,,2,0,0,0,0
301377,,,,,,
301378,,1,1,0,0,0
301379,,1,0,0,0,0
301380,,2,0,1,0,1
301381,,,,,,
301382,,1,0,0,1,2
301383,,2,1,1,0,2
301384,,,,,,
301385,,,,,,
301386,,2,0,1,0,10
301387,,2,0,0,0,5
301388,,2,0,0,0,1
301389,,1,0,0,1,1
301390,,2,0,0,0,0
301391,,,,,,
301392,,,,,,
301393,,,,,,
301394,,,,,,
301395,,1,0,0,0,0
301396,,2,0,1,0,0
301397,,1,0,0,0,4
301398,,,,,,
301399,,2,0,0,0,0
301400,,1,0,0,0,0
301401,,,,,,
301402,,2,0,1,0,2
301403,,3,2,1,0,0
301404,,2,2,0,0,4
301405,,2,3,1,0,0
301406,,2,3,0,0,1
301407,,1,0,0,0,1
301408,,,,,,
301409,,1,0,0,0,0
301410,,2,0,0,0,0
301411,,2,0,1,0,0
301412,,3,0,0,10,5
301413,,2,2,0,0,0
301414,,1,0,1,0,0
301415,,,,,,
301416,,1,0,0,0,0
301417,,3,0,2,0,0
301418,,2,0,0,0,0
301419,,1,0,0,0,0
301420,,2,0,0,0,0
301421,,2,0,0,0,0
301422,,2,0,0,0,6
301423,,2,0,1,0,0
301424,,2,2,0,0,0
301425,,,,,,
301426,,,,,,
301427,2,2,0,0,0,0
301428,,2,0,0,0,4
301429,,2,3,0,0,1
301430,,,,,,
301431,,3,0,0,0,1
301432,,1,0,0,0,0
301433,,,,,,
301434,,2,0,1,0,0
301435,,2,0,0,0,4
301436,,2,1,1,0,1
301437,,5,0,0,0,2
301438,,1,0,2,0,0
301439,,1,0,1,0,0
301440,,,,,,
301441,,5,0,0,0,0
301442,,,,,,
301443,1,3,1,0,1,1
301444,,3,1,0,0,0
301445,,1,0,0,0,14
301446,,2,0,0,0,20
301447,,,,,,
301448,,,,,,
301449,,,,,,
301450,,,,,,
301451,,2,0,0,0,0
301452,,,,,,
301453,,2,0,0,0,0
301454,,2,1,0,0,0
301455,,1,0,0,0,0
301456,,4,0,0,0,0
301457,,,,,,
301458,,2,3,0,0,2
301459,,,,,,
301460,,,,,,
301461,,2,2,0,0,0
301462,,1,0,0,0,0
301463,,1,0,0,0,0
301464,,2,0,0,0,0
301465,,,,,,
301466,,,,,,
301467,,2,3,0,0,0
301468,,2,1,1,0,2
301469,,,,,,
301470,,4,0,0,0,0
301471,,3,2,0,0,0
301472,,1,0,0,0,0
301473,,,,,,
301474,,2,0,0,0,0
301475,,2,0,0,1,0
301476,,,,,,
301477,,,,,,
301478,,3,0,1,0,1
301479,,2,0,1,0,0
301480,,2,0,0,0,0
301481,,2,0,0,0,0
301482,,2,0,0,0,0
301483,,1,0,0,0,0
301484,,2,0,0,0,0
301485,,2,0,0,0,0
301486,,4,0,0,3,1
301487,,2,,,,
301488,,2,1,0,0,0
301489,,,,,,
301490,,,,,,
301491,,1,0,0,0,1
301492,,2,0,0,0,0
301493,,1,0,1,0,0
301494,,2,0,0,0,0
301495,,2,0,0,0,1
301496,,2,0,0,0,0
301497,,,,,,
301498,,3,0,1,1,17
301499,,,,,,
301500,,,,,,
301501,,3,0,0,0,0
301502,,1,0,1,0,4
301503,,,,,,
301504,,2,0,0,0,0
301505,,3,0,0,0,0
301506,,2,0,1,0,0
301507,,,,,,
301508,,,,,,
301509,,2,0,0,0,0
301510,,,,,,
301511,,,,,,
301512,,2,0,0,0,0
301513,,2,0,0,0,0
301514,,1,0,0,0,0
301515,,4,0,0,0,1
301516,,2,4,1,0,0
301517,,1,0,0,0,0
301518,,,,,,
301519,,,,,,
301520,,2,0,0,0,0
301521,,2,0,0,0,0
301522,,2,0,0,0,0
301523,,,,,,
301524,,,,,,
301525,,2,0,1,0,0
301526,,,,,,
301527,,3,1,0,0,0
301528,,,,,,
301529,,2,0,0,0,2
301530,,2,0,0,0,0
301531,,,,,,
301532,,2,0,0,0,0
301533,,2,0,0,0,0
301534,,3,0,0,0,1
301535,,4,0,1,0,0
301536,,2,0,0,0,0
301537,,,,,,
301538,,1,0,1,1,2
301539,,1,0,0,1,2
301540,,4,0,0,0,2
301541,,,,,,
301542,,2,0,0,0,2
301543,,2,0,1,0,0
301544,,3,1,1,0,0
301545,,4,0,0,0,0
301546,,,,,,
301547,,2,2,0,0,1
301548,,4,0,1,0,0
301549,,,,,,
301550,,,,,,
301551,,1,0,0,0,0
301552,,1,0,0,0,0
301553,,2,0,0,0,0
301554,,2,0,1,0,0
301555,,3,2,2,1,15
301556,,4,0,0,0,0
301557,,2,0,0,0,0
301558,,2,0,1,0,0
301559,,2,0,1,0,0
301560,,2,0,0,0,0
301561,,4,0,0,0,0
301562,,2,3,0,0,0
301563,1,2,2,0,0,0
301564,,2,1,0,0,0
301565,,3,1,0,0,0
301566,,,,,,
301567,,2,0,0,0,0
301568,,1,0,0,0,5
301569,,2,0,2,0,0
301570,,3,0,0,0,2
301571,,4,0,0,0,4
301572,,2,0,0,0,0
301573,,2,0,0,0,1
301574,,4,0,1,0,0
301575,,2,0,1,0,1
301576,,2,0,0,0,0
301577,,2,0,0,0,0
301578,,2,0,1,0,2
301579,,2,4,0,0,0
301580,,,,,,
301581,,3,0,0,1,2
301582,,,,,,
301583,,,,,,
301584,,2,1,0,1,1
301585,,3,0,1,0,0
301586,,3,0,0,0,0
301587,,1,0,0,0,0
301588,,1,0,0,0,0
301589,,2,0,0,0,0
301590,,2,1,0,0,1
301591,,2,0,0,0,0
301592,,,,,,
301593,,,,,,
301594,,1,0,0,0,0
301595,,2,2,2,0,0
301596,,2,0,0,1,1
301597,,,,,,
301598,,,,,,
301599,,,,,,
301600,,2,0,1,1,0
301601,,2,0,1,0,0
301602,,2,0,0,0,0
301603,,,,,,
301604,,1,0,0,0,4
301605,,2,0,0,0,0
301606,1,2,0,0,0,0
301607,,,,,,
301608,,1,0,0,0,0
301609,,1,0,1,0,0
301610,,4,0,0,0,0
301611,,,,,,
301612,,2,2,1,0,0
301613,,,,,,
301614,,3,1,1,0,1
301615,,4,0,0,0,0
301616,,3,0,1,0,0
301617,,,,,,
301618,,2,0,0,0,0
301619,,,,,,
301620,,2,0,0,0,4
301621,,2,0,0,0,0
301622,,1,0,0,0,0
301623,,,,,,
301624,,3,1,0,0,0
301625,,3,1,0,0,20
301626,,4,0,1,0,0
301627,,5,0,1,0,0
301628,,4,0,0,0,5
301629,,1,0,0,0,0
301630,,1,0,0,0,0
301631,,2,0,0,0,0
301632,1,1,0,2,0,40
301633,,,,,,
301634,,3,0,1,0,1
301635,,,,,,
301636,,2,3,0,1,2
301637,,2,2,0,0,0
301638,,2,2,0,0,5
301639,,2,0,0,1,2
301640,,2,0,0,0,12
301641,,,,,,
301642,,,,,,
301643,,,,,,
301644,,2,0,1,0,0
301645,,2,3,0,0,0
301646,,,,,,
301647,,3,2,1,0,0
301648,,2,0,0,0,0
301649,,1,0,0,0,1
301650,,3,0,0,0,0
301651,,2,3,1,0,0
301652,,2,0,1,0,0
301653,,2,0,0,0,1
301654,,,,,,
301655,,2,2,0,0,0
301656,,,,,,
301657,,,,,,
301658,,,,,,
301659,,,,,,
301660,,1,2,1,0,10
301661,,1,0,0,0,0
301662,,1,0,0,0,0
301663,,,,,,
301664,,2,0,1,0,1
301665,,1,0,2,1,1
301666,,,,,,
301667,,,,,,
301668,,2,3,0,0,1
301669,,,,,,
301670,,2,1,0,0,1
301671,2,1,0,2,0,2
301672,,,,,,
301673,,,,,,
301674,,,,,,
301675,,3,0,0,0,0
301676,,2,0,1,0,0
301677,,,,,,
301678,,2,0,0,0,0
301679,,1,0,0,0,0
301680,,3,0,0,0,2
301681,,2,0,0,0,0
301682,,2,2,0,0,0
301683,,2,2,1,1,6
301684,,,,,,
301685,,4,0,0,0,0
301686,,2,0,0,0,0
301687,,1,0,0,0,0
301688,,2,0,1,0,1
301689,,2,0,,,
301690,,2,1,0,0,0
301691,,,,,,
301692,,3,0,1,0,0
301693,,2,2,0,0,0
301694,,,,,,
301695,,,,,,
301696,,4,1,0,0,0
301697,,1,0,0,0,0
301698,2,2,0,0,0,0
301699,,1,0,1,0,0
301700,,2,0,0,0,1
301701,,1,0,0,0,0
301702,,3,0,1,0,0
301703,,2,3,0,0,0
301704,,2,2,0,0,1
301705,,2,1,0,0,0
301706,,4,0,0,0,30
301707,,1,0,0,0,0
301708,,2,0,1,0,0
301709,,1,0,0,0,0
301710,,2,1,1,0,1
301711,,2,0,0,0,0
301712,,,,,,
301713,,2,0,0,0,0
301714,,2,0,0,0,0
301715,,,,,,
301716,,2,0,0,0,2
301717,,2,2,1,1,0
301718,,,,,,
301719,,,,,,
301720,,,,,,
301721,,,,,,
301722,,,,,,
301723,,2,0,0,0,1
301724,,2,0,0,0,0
301725,,2,0,0,0,0
301726,,2,0,2,0,1
301727,,2,0,0,0,1
301728,,1,0,0,0,0
301729,1,1,0,0,0,12
301730,,,,,,
301731,,4,1,0,0,1
301732,1,3,1,0,0,30
301733,,2,0,0,0,0
301734,,1,0,0,0,0
301735,,2,0,0,0,0
301736,,2,0,0,0,0
301737,,1,0,0,1,0
301738,,,,,,
301739,,2,2,1,0,1
301740,,2,1,0,0,1
301741,,1,0,0,0,6
301742,,2,0,0,0,1
301743,,,,,,
301744,,,,,,
301745,2,1,0,1,0,8
301746,,,,,,
301747,,,,,,
301748,,2,1,1,0,1
301749,,,,,,
301750,,5,0,0,0,0
301751,,4,0,1,0,7
301752,,4,1,0,0,0
301753,,10,1,5,0,12
301754,,,,,,
301755,,1,0,0,0,0
301756,1,2,0,1,0,1
301757,1,2,0,0,0,4
301758,,2,0,0,0,3
301759,,2,0,1,0,3
301760,,3,2,0,0,0
301761,,,,,,
301762,,2,0,1,0,3
301763,,,,,,
301764,,,,,,
301765,,1,0,0,0,0
301766,,1,0,0,0,1
301767,,2,0,0,0,6
301768,,2,0,1,0,0
301769,,1,0,0,0,2
301770,,2,3,0,0,0
301771,,2,0,0,0,1
301772,,2,0,1,0,1
301773,,2,0,0,2,0
301774,,2,3,0,0,0
301775,,2,2,0,1,2
301776,,2,2,0,0,1
301777,,,,,,
301778,,1,0,0,0,2
301779,,,,,,
301780,,,,,,
301781,,2,0,0,0,0
301782,,2,0,1,0,0
301783,,2,0,1,0,1
301784,,2,0,0,0,1
301785,,2,0,0,0,1
301786,,1,0,0,0,0
301787,,4,1,0,0,1
301788,,,,,,
301789,,,,,,
301790,,3,0,0,0,0
301791,,,,,,
301792,,1,0,0,0,0
301793,,2,0,0,0,0
301794,,,,,,
301795,,2,0,0,0,0
301796,,,,,,
301797,,,,,,
301798,,5,1,0,0,2
301799,,1,0,0,0,2
301800,,1,0,0,0,0
301801,,,,,,
301802,,,,,,
301803,,2,0,0,0,0
301804,0,1,0,0,0,0
301805,,2,0,1,0,0
301806,,1,0,0,0,2
301807,,2,0,0,0,0
301808,,2,0,0,0,1
301809,,2,0,0,0,0
301810,,2,1,0,0,0
301811,,5,1,0,0,0
301812,,,,,,
301813,,,,,,
301814,,2,0,0,0,0
301815,1,3,0,0,5,5
301816,,,,,,
301817,,2,0,1,0,0
301818,,2,2,0,0,4
301819,,,,,,
301820,2,2,2,1,0,1
301821,,,,,,
301822,,2,0,0,0,30
301823,,,,,,
301824,,3,0,0,0,0
301825,,2,2,0,0,0
301826,,1,3,1,0,16
301827,,2,2,0,0,2
301828,,,,,,
301829,,,,,,
301830,,,,,,
301831,,2,0,0,0,0
301832,,,,,,
301833,,,,,,
301834,,2,0,0,0,0
301835,,,,,,
301836,,,,,,
301837,,,,,,
301838,,3,0,0,0,0
301839,,3,1,2,0,3
301840,,,,,,
301841,,2,0,0,0,0
301842,,,,,,
301843,,2,0,0,0,0
301844,,,,,,
301845,,,,,,
301846,,,,,,
301847,,1,0,0,0,0
301848,,2,0,0,0,0
301849,,1,0,0,0,0
301850,,4,0,1,0,0
301851,,1,2,0,0,0
301852,2,4,0,0,0,0
301853,,2,0,0,0,0
301854,,,,,,
301855,,,,,,
301856,,3,0,0,0,1
301857,,,,,,
301858,,,,,,
301859,,4,0,0,0,1
301860,,3,0,0,0,10
301861,,,,,,
301862,,2,0,0,0,0
301863,,1,0,1,0,1
301864,,2,0,0,0,1
301865,,,,,,
301866,,4,0,3,0,1
301867,,,,,,
301868,,3,0,0,0,0
301869,,2,4,1,0,0
301870,,2,3,0,0,0
301871,,4,4,0,0,0
301872,,,,,,
301873,,,,,,
301874,,,,,,
301875,,2,0,0,0,1
301876,,2,0,0,0,0
301877,,,,,,
301878,,1,0,0,0,0
301879,,4,0,0,0,3
301880,,3,0,1,0,0
301881,,1,0,0,0,0
301882,,1,0,0,0,0
301883,,2,3,0,0,4
301884,,3,1,0,0,1
301885,,,,,,
301886,,2,0,0,0,0
301887,,3,1,1,3,0
301888,,3,2,0,0,1
301889,,4,0,0,0,0
301890,,,,,,
301891,,3,2,1,0,0
301892,1,1,0,0,0,0
301893,,2,0,0,0,0
301894,,2,0,1,0,0
301895,,2,0,0,0,0
301896,,2,0,0,0,0
301897,,2,0,0,0,0
301898,,,,,,
301899,,2,3,0,0,0
301900,,,,,,
301901,,,,,,
301902,,2,0,0,0,0
301903,,2,0,0,0,1
301904,,3,0,0,1,0
301905,,,,,,
301906,,2,2,0,1,1
301907,,6,0,0,0,0
301908,,3,0,0,0,24
301909,,4,0,1,0,4
301910,,4,1,1,0,3
301911,,,,,,
301912,,1,0,0,0,2
301913,,2,0,0,0,0
301914,,1,0,1,2,2
301915,,,,,,
301916,,,,,,
301917,,2,0,0,0,0
301918,,,,,,
301919,,2,2,0,0,2
301920,,,,,,
301921,,,,,,
301922,,,,,,
301923,,1,0,0,0,0
301924,,2,0,0,0,0
301925,,1,2,0,0,0
301926,,1,0,2,0,10
301927,,,,,,
301928,,,,,,
301929,1,2,0,0,0,0
301930,,3,0,0,0,1
301931,,3,0,0,0,0
301932,,,,,,
301933,,3,1,0,0,0
301934,,1,0,0,0,1
301935,,3,1,0,0,3
301936,,1,0,0,0,4
301937,,2,0,0,0,0
301938,,,,,,
301939,,2,0,0,0,0
301940,,,,,,
301941,,,,,,
301942,,2,0,0,0,1
301943,,2,3,1,0,0
301944,,,,,,
301945,,2,3,0,0,1
301946,,2,2,0,0,0
301947,,,,,,
301948,,4,0,1,0,1
301949,,2,0,0,0,1
301950,,2,0,0,0,0
301951,,2,0,1,0,10
301952,,,,,,
301953,,,,,,
301954,,,,,,
301955,,2,0,0,0,3
301956,,,,,,
301957,,2,0,0,0,0
301958,,4,0,0,0,0
301959,,2,3,1,0,3
301960,,3,0,0,0,0
301961,,2,0,0,0,0
301962,,,,,,
301963,,2,0,0,0,0
301964,,2,2,0,0,0
301965,,2,0,0,0,0
301966,,,,,,
301967,,3,0,0,1,0
301968,,2,0,0,0,0
301969,,,,,,
301970,,2,0,0,0,1
301971,,2,0,0,0,0
301972,,2,0,0,0,0
301973,,2,0,1,0,10
301974,,2,0,2,1,1
301975,,2,0,0,0,0
301976,,3,0,1,0,0
301977,1,2,2,0,1,0
301978,,,,,,
301979,,,,,,
301980,,1,0,0,0,0
301981,,,,,,
301982,,2,0,0,50,10
301983,,3,0,2,0,3
301984,,1,0,1,0,0
301985,,3,1,0,0,0
301986,,,,,,
301987,,,,,,
301988,,2,1,0,0,0
301989,,,,,,
301990,,2,0,1,3,2
301991,,,,,,
301992,1,4,0,0,0,0
301993,,1,0,0,0,0
301994,,1,0,0,0,0
301995,,,,,,
301996,,,,,,
301997,,2,0,1,0,0
301998,,,,,,
301999,,1,1,0,0,1
302000,,,,,,
302001,,3,0,0,0,1
302002,,1,0,0,0,1
302003,,1,0,1,0,8
302004,,,,,,
302005,,,,,,
302006,,,,,,
302007,,2,0,0,0,0
302008,,2,0,1,0,0
302009,,2,2,0,0,1
302010,,,,,,
302011,,,,,,
302012,,2,1,0,0,3
302013,,2,0,0,0,1
302014,,2,0,0,0,0
302015,,,,,,
302016,,1,0,0,0,0
302017,,,,,,
302018,,,,,,
302019,,3,0,0,0,0
302020,,1,0,0,0,0
302021,,,,,,
302022,,3,0,1,1,0
302023,,3,1,0,0,0
302024,,2,1,0,0,3
302025,,2,3,0,0,2
302026,,,,,,
302027,,,,,,
302028,,1,0,0,0,5
302029,,3,2,1,0,0
302030,,1,0,0,0,1
302031,,,,,,
302032,,2,0,1,0,2
302033,,,,,,
302034,,4,0,0,0,0
302035,,3,0,1,0,0
302036,,2,0,1,0,0
302037,,,,,,
302038,,,,,,
302039,,1,0,0,0,0
302040,,,,,,
302041,,4,0,0,0,0
302042,,2,2,0,0,1
302043,,2,2,0,0,0
302044,,,,,,
302045,,3,0,0,0,0
302046,,1,0,0,0,0
302047,,2,0,1,0,0
302048,,,,,,
302049,,,,,,
302050,,2,3,1,0,0
302051,,,,,,
302052,,,,,,
302053,,2,0,0,0,0
302054,,,,,,
302055,,3,3,0,0,2
302056,,,,,,
302057,,2,3,0,0,0
302058,,2,5,0,0,0
302059,,2,0,0,0,0
302060,,4,1,0,0,0
302061,,,,,,
302062,,2,0,0,0,2
302063,,2,0,0,0,0
302064,,2,0,0,1,3
302065,,2,0,1,0,3
302066,1,3,1,0,1,0
302067,,2,2,1,0,0
302068,,3,3,0,0,0
302069,,,,,,
302070,,3,1,0,0,1
302071,,1,0,0,0,0
302072,,1,0,1,0,0
302073,,1,0,1,0,0
302074,,2,0,0,0,0
302075,,2,0,0,0,8
302076,,2,0,0,0,0
302077,,3,1,0,0,0
302078,,2,1,0,0,0
302079,,,,,,
302080,,2,2,1,0,0
302081,,1,0,1,0,0
302082,,,,,,
302083,,,,,,
302084,,2,0,0,0,0
302085,,2,0,0,0,0
302086,,3,1,0,0,0
302087,,,,,,
302088,,2,0,0,0,1
302089,,2,3,1,0,0
302090,,2,2,1,0,0
302091,,3,1,1,0,0
302092,,2,0,0,0,10
302093,,,,,,
302094,,,,,,
302095,,1,0,0,0,0
302096,,,,,,
302097,,2,0,0,0,1
302098,,2,0,0,0,0
302099,,1,0,0,0,0
302100,,,,,,
302101,,2,0,0,0,0
302102,,1,1,0,0,0
302103,,2,2,0,0,0
302104,,2,1,1,0,3
302105,,1,0,0,0,0
302106,,2,0,1,0,2
302107,,2,0,0,0,0
302108,,,,,,
302109,1,2,0,0,0,0
302110,,2,0,0,0,0
302111,,2,2,0,0,0
302112,,2,0,0,0,0
302113,,,,,,
302114,,3,1,1,0,1
302115,,3,1,0,0,1
302116,,,,,,
302117,,2,1,1,0,0
302118,,3,0,0,0,0
302119,,,,,,
302120,,2,0,0,0,0
302121,,2,1,0,0,0
302122,,,,,,
302123,,,,,,
302124,,,,,,
302125,,,,,,
302126,,2,0,0,1,1
302127,2,2,2,0,3,1
302128,,2,0,0,0,0
302129,,3,1,0,0,0
302130,,,,,,
302131,,,,,,
302132,,,,,,
302133,,,,,,
302134,,2,0,0,0,0
302135,,1,0,0,0,0
302136,,2,0,0,0,0
302137,,2,0,0,0,0
302138,,2,2,0,0,2
302139,,3,1,0,0,1
302140,,,,,,
302141,,2,0,0,0,1
302142,,3,0,0,0,0
302143,,3,0,0,0,0
302144,,4,3,0,0,3
302145,,2,1,0,0,0
302146,,2,4,0,0,1
302147,,1,0,1,0,1
302148,,2,3,1,0,1
302149,,2,0,0,0,0
302150,,,,,,
302151,,,,,,
302152,,2,0,0,0,0
302153,,2,0,1,0,0
302154,,2,0,1,0,8
302155,,2,0,0,0,1
302156,,3,0,0,0,0
302157,,2,2,0,0,0
302158,,4,1,0,0,0
302159,,1,0,1,0,0
302160,,1,0,0,0,1
302161,,1,0,0,0,0
302162,,2,0,0,0,0
302163,,1,2,0,0,0
302164,,2,2,0,0,0
302165,,,,,,
302166,,,,,,
302167,,4,0,0,0,0
302168,,1,0,1,0,1
302169,,1,0,1,0,0
302170,,2,0,1,0,1
302171,,2,2,1,0,0
302172,,2,0,0,0,3
302173,,1,0,1,0,0
302174,,3,0,1,0,5
302175,,3,0,0,0,0
302176,,,,,,
302177,,,,,,
302178,,2,0,0,0,1
302179,,2,0,0,0,2
302180,,2,0,0,0,0
302181,,2,0,0,0,0
302182,,2,0,0,0,0
302183,,1,0,0,0,0
302184,,,,,,
302185,1,3,0,0,0,0
302186,,,,,,
302187,,2,0,0,0,0
302188,,,,,,
302189,,1,0,0,0,0
302190,,1,0,0,0,0
302191,,2,0,0,0,0
302192,,2,0,,,
302193,,1,0,0,0,1
302194,,2,0,0,0,2
302195,,,,,,
302196,,2,0,0,0,0
302197,,,,,,
302198,,,,,,
302199,,2,0,0,0,0
302200,,2,0,0,0,0
302201,,,,,,
302202,,2,0,0,0,0
302203,,1,0,0,0,0
302204,,,,,,
302205,,2,2,1,0,0
302206,,1,2,0,0,4
302207,,2,0,3,0,9
302208,,3,2,0,1,1
302209,,2,0,0,0,2
302210,,1,0,0,0,0
302211,,2,0,0,0,0
302212,,,,,,
302213,,2,0,0,0,1
302214,,4,0,0,0,1
302215,,2,2,0,1,0
302216,,3,1,1,0,4
302217,,3,1,0,0,0
