"SurveyResponseID","AnswerNumber","CycleOwnership"
3339024,55,"Hire a bike in NZ"
3338607,84,"Hire a bike in NZ"
3338611,64,"Hire a bike in NZ"
3338285,70,"Hire a bike in NZ"
3338295,70,"Hire a bike in NZ"
3338324,83,"Hire a bike in NZ"
3338333,58,"Hire a bike in NZ"
3194282,67,"Hire a bike in NZ"
3186379,96,"Hire a bike in NZ"
3186390,56,"Hire a bike in NZ"
3186434,74,"Hire a bike in NZ"
3186442,62,"Hire a bike in NZ"
3338128,73,"Hire a bike in NZ"
3338133,68,"Hire a bike in NZ"
3338164,78,"Hire a bike in NZ"
3194194,70,"Hire a bike in NZ"
3193809,61,"Hire a bike in NZ"
3194180,66,"Hire a bike in NZ"
3194161,70,"Hire a bike in NZ"
3194117,80,"Hire a bike in NZ"
3194074,82,"Hire a bike in NZ"
3194093,62,"Hire a bike in NZ"
3193982,65,"Hire a bike in NZ"
3193950,68,"Hire a bike in NZ"
3193882,65,"Hire a bike in NZ"
3193862,69,"Hire a bike in NZ"
3193846,69,"Hire a bike in NZ"
3193829,75,"Hire a bike in NZ"
3193529,80,"Hire a bike in NZ"
3193666,82,"Hire a bike in NZ"
3193600,88,"Hire a bike in NZ"
3193635,64,"Hire a bike in NZ"
3193632,69,"Hire a bike in NZ"
3193482,59,"Hire a bike in NZ"
3193509,77,"Hire a bike in NZ"
3193392,79,"Hire a bike in NZ"
3193452,100,"Hire a bike in NZ"
3193457,55,"Hire a bike in NZ"
3193104,57,"Hire a bike in NZ"
3193385,83,"Hire a bike in NZ"
3193160,66,"Hire a bike in NZ"
3193164,79,"Hire a bike in NZ"
3193166,103,"Hire a bike in NZ"
3193174,92,"Hire a bike in NZ"
3193180,97,"Hire a bike in NZ"
3193194,105,"Hire a bike in NZ"
3193208,72,"Hire a bike in NZ"
3193272,74,"Hire a bike in NZ"
3193284,103,"Hire a bike in NZ"
3193137,138,"Hire a bike in NZ"
3193140,79,"Hire a bike in NZ"
3193087,59,"Hire a bike in NZ"
3193046,57,"Hire a bike in NZ"
3193061,108,"Hire a bike in NZ"
3192987,106,"Hire a bike in NZ"
3192826,89,"Hire a bike in NZ"
3192869,64,"Hire a bike in NZ"
3192884,77,"Hire a bike in NZ"
3192907,117,"Hire a bike in NZ"
3192894,126,"Hire a bike in NZ"
3192944,122,"Hire a bike in NZ"
3192514,84,"Hire a bike in NZ"
3192435,87,"Hire a bike in NZ"
3192454,75,"Hire a bike in NZ"
3192544,82,"Hire a bike in NZ"
3192561,55,"Hire a bike in NZ"
3192604,72,"Hire a bike in NZ"
3192613,96,"Hire a bike in NZ"
3192625,90,"Hire a bike in NZ"
3192628,103,"Hire a bike in NZ"
3192638,54,"Hire a bike in NZ"
3192652,88,"Hire a bike in NZ"
3192653,88,"Hire a bike in NZ"
3192683,103,"Hire a bike in NZ"
3192700,53,"Hire a bike in NZ"
3192726,73,"Hire a bike in NZ"
3192745,59,"Hire a bike in NZ"
3192004,87,"Hire a bike in NZ"
3192020,113,"Hire a bike in NZ"
3192031,105,"Hire a bike in NZ"
3192063,63,"Hire a bike in NZ"
3191136,79,"Hire a bike in NZ"
3191975,65,"Hire a bike in NZ"
3191977,90,"Hire a bike in NZ"
3191058,95,"Hire a bike in NZ"
3191036,83,"Hire a bike in NZ"
3191080,88,"Hire a bike in NZ"
3191100,79,"Hire a bike in NZ"
3191112,65,"Hire a bike in NZ"
3191113,95,"Hire a bike in NZ"
3191114,85,"Hire a bike in NZ"
3191115,67,"Hire a bike in NZ"
3192076,57,"Hire a bike in NZ"
3192099,65,"Hire a bike in NZ"
3192109,59,"Hire a bike in NZ"
3192137,96,"Hire a bike in NZ"
3192142,91,"Hire a bike in NZ"
3192151,71,"Hire a bike in NZ"
3192153,80,"Hire a bike in NZ"
3192161,99,"Hire a bike in NZ"
3192203,62,"Hire a bike in NZ"
3192244,76,"Hire a bike in NZ"
3192257,77,"Hire a bike in NZ"
3192303,63,"Hire a bike in NZ"
3192312,132,"Hire a bike in NZ"
3192374,118,"Hire a bike in NZ"
3192413,77,"Hire a bike in NZ"
3192428,101,"Hire a bike in NZ"
3191015,76,"Hire a bike in NZ"
3191016,68,"Hire a bike in NZ"
3191026,88,"Hire a bike in NZ"
3190933,55,"Hire a bike in NZ"
3190946,103,"Hire a bike in NZ"
3190909,54,"Hire a bike in NZ"
3190957,94,"Hire a bike in NZ"
3190975,56,"Hire a bike in NZ"
3190980,100,"Hire a bike in NZ"
3190835,77,"Hire a bike in NZ"
3190840,83,"Hire a bike in NZ"
3190866,64,"Hire a bike in NZ"
3190868,104,"Hire a bike in NZ"
3190891,76,"Hire a bike in NZ"
3190697,56,"Hire a bike in NZ"
3190781,85,"Hire a bike in NZ"
3190803,92,"Hire a bike in NZ"
3190804,116,"Hire a bike in NZ"
3190749,84,"Hire a bike in NZ"
3190752,90,"Hire a bike in NZ"
3190700,86,"Hire a bike in NZ"
3190705,91,"Hire a bike in NZ"
3190708,52,"Hire a bike in NZ"
3523302,85,"Hire a bike in NZ"
3523305,73,"Hire a bike in NZ"
3523314,67,"Hire a bike in NZ"
3523336,100,"Hire a bike in NZ"
3523341,85,"Hire a bike in NZ"
3523278,87,"Hire a bike in NZ"
3523100,83,"Hire a bike in NZ"
3522829,64,"Hire a bike in NZ"
3522936,59,"Hire a bike in NZ"
3522826,124,"Hire a bike in NZ"
3472239,96,"Hire a bike in NZ"
3472597,76,"Hire a bike in NZ"
3522848,71,"Hire a bike in NZ"
3522849,71,"Hire a bike in NZ"
3522851,98,"Hire a bike in NZ"
3522861,85,"Hire a bike in NZ"
3522863,97,"Hire a bike in NZ"
3522882,107,"Hire a bike in NZ"
3522901,82,"Hire a bike in NZ"
3472369,64,"Hire a bike in NZ"
3472409,91,"Hire a bike in NZ"
3472437,60,"Hire a bike in NZ"
3472454,60,"Hire a bike in NZ"
3472465,58,"Hire a bike in NZ"
3472570,63,"Hire a bike in NZ"
3472334,77,"Hire a bike in NZ"
3472340,61,"Hire a bike in NZ"
3472218,73,"Hire a bike in NZ"
3472168,67,"Hire a bike in NZ"
3472176,67,"Hire a bike in NZ"
3472196,67,"Hire a bike in NZ"
3472146,76,"Hire a bike in NZ"
3472153,72,"Hire a bike in NZ"
3472121,53,"Hire a bike in NZ"
3472127,97,"Hire a bike in NZ"
3472128,74,"Hire a bike in NZ"
3471838,79,"Hire a bike in NZ"
3472038,93,"Hire a bike in NZ"
3472060,84,"Hire a bike in NZ"
3472089,72,"Hire a bike in NZ"
3472037,81,"Hire a bike in NZ"
3472017,81,"Hire a bike in NZ"
3471976,92,"Hire a bike in NZ"
3471938,75,"Hire a bike in NZ"
3471943,84,"Hire a bike in NZ"
3471954,63,"Hire a bike in NZ"
3471894,73,"Hire a bike in NZ"
3471819,132,"Hire a bike in NZ"
3471729,105,"Hire a bike in NZ"
3471763,75,"Hire a bike in NZ"
3471738,71,"Hire a bike in NZ"
3471696,62,"Hire a bike in NZ"
3471684,82,"Hire a bike in NZ"
3471627,78,"Hire a bike in NZ"
3471623,80,"Hire a bike in NZ"
3471625,97,"Hire a bike in NZ"
3471616,64,"Hire a bike in NZ"
3471612,59,"Hire a bike in NZ"
3471573,70,"Hire a bike in NZ"
3471575,86,"Hire a bike in NZ"
3471606,63,"Hire a bike in NZ"
3471592,80,"Hire a bike in NZ"
3471595,136,"Hire a bike in NZ"
3471600,71,"Hire a bike in NZ"
3466873,65,"Hire a bike in NZ"
3471544,124,"Hire a bike in NZ"
3466715,83,"Hire a bike in NZ"
3466688,82,"Hire a bike in NZ"
3466772,89,"Hire a bike in NZ"
3466784,81,"Hire a bike in NZ"
3466786,74,"Hire a bike in NZ"
3466800,80,"Hire a bike in NZ"
3466806,90,"Hire a bike in NZ"
3466822,70,"Hire a bike in NZ"
3466823,63,"Hire a bike in NZ"
3466824,64,"Hire a bike in NZ"
3466835,66,"Hire a bike in NZ"
3466839,81,"Hire a bike in NZ"
3466841,67,"Hire a bike in NZ"
3466591,79,"Hire a bike in NZ"
3466636,77,"Hire a bike in NZ"
3466642,92,"Hire a bike in NZ"
3466658,87,"Hire a bike in NZ"
3466660,82,"Hire a bike in NZ"
3466721,57,"Hire a bike in NZ"
3466729,100,"Hire a bike in NZ"
3466732,56,"Hire a bike in NZ"
3466735,88,"Hire a bike in NZ"
3466744,82,"Hire a bike in NZ"
3466755,77,"Hire a bike in NZ"
3466399,111,"Hire a bike in NZ"
3466452,62,"Hire a bike in NZ"
3466455,80,"Hire a bike in NZ"
3466494,74,"Hire a bike in NZ"
3466526,66,"Hire a bike in NZ"
3466536,127,"Hire a bike in NZ"
3466538,61,"Hire a bike in NZ"
3466570,79,"Hire a bike in NZ"
3466572,92,"Hire a bike in NZ"
3464286,82,"Hire a bike in NZ"
3466330,80,"Hire a bike in NZ"
3466332,72,"Hire a bike in NZ"
3466358,76,"Hire a bike in NZ"
3466370,79,"Hire a bike in NZ"
3466374,87,"Hire a bike in NZ"
3466385,66,"Hire a bike in NZ"
3465181,84,"Hire a bike in NZ"
3465387,129,"Hire a bike in NZ"
3466402,68,"Hire a bike in NZ"
3466410,90,"Hire a bike in NZ"
3466411,81,"Hire a bike in NZ"
3466422,98,"Hire a bike in NZ"
3465006,76,"Hire a bike in NZ"
3465087,101,"Hire a bike in NZ"
3465195,95,"Hire a bike in NZ"
3465206,77,"Hire a bike in NZ"
3465208,63,"Hire a bike in NZ"
3465214,89,"Hire a bike in NZ"
3465221,87,"Hire a bike in NZ"
3465228,99,"Hire a bike in NZ"
3465269,91,"Hire a bike in NZ"
3465276,83,"Hire a bike in NZ"
3464340,79,"Hire a bike in NZ"
3464293,90,"Hire a bike in NZ"
3464295,61,"Hire a bike in NZ"
3464312,86,"Hire a bike in NZ"
3464327,79,"Hire a bike in NZ"
3464371,93,"Hire a bike in NZ"
3464372,90,"Hire a bike in NZ"
3465044,64,"Hire a bike in NZ"
3465056,76,"Hire a bike in NZ"
3465075,62,"Hire a bike in NZ"
3465079,77,"Hire a bike in NZ"
3465107,81,"Hire a bike in NZ"
3465110,69,"Hire a bike in NZ"
3465135,85,"Hire a bike in NZ"
3465139,104,"Hire a bike in NZ"
3465141,71,"Hire a bike in NZ"
3465147,61,"Hire a bike in NZ"
3465148,107,"Hire a bike in NZ"
3465156,68,"Hire a bike in NZ"
3465160,81,"Hire a bike in NZ"
3465166,122,"Hire a bike in NZ"
3465172,88,"Hire a bike in NZ"
3465173,141,"Hire a bike in NZ"
3464180,68,"Hire a bike in NZ"
3464182,100,"Hire a bike in NZ"
3464186,81,"Hire a bike in NZ"
3464202,76,"Hire a bike in NZ"
3464209,104,"Hire a bike in NZ"
3464216,80,"Hire a bike in NZ"
3464250,89,"Hire a bike in NZ"
3464258,97,"Hire a bike in NZ"
3464259,85,"Hire a bike in NZ"
3464268,90,"Hire a bike in NZ"
3464174,63,"Hire a bike in NZ"
3464278,60,"Hire a bike in NZ"
3464145,70,"Hire a bike in NZ"
3463999,100,"Hire a bike in NZ"
3464036,63,"Hire a bike in NZ"
3464041,88,"Hire a bike in NZ"
3464043,59,"Hire a bike in NZ"
3464133,107,"Hire a bike in NZ"
3463977,73,"Hire a bike in NZ"
3463983,80,"Hire a bike in NZ"
3464022,75,"Hire a bike in NZ"
3463961,90,"Hire a bike in NZ"
3463930,91,"Hire a bike in NZ"
3463944,82,"Hire a bike in NZ"
3463950,72,"Hire a bike in NZ"
3463883,70,"Hire a bike in NZ"
3463887,95,"Hire a bike in NZ"
3463893,116,"Hire a bike in NZ"
3463903,103,"Hire a bike in NZ"
3463906,81,"Hire a bike in NZ"
3463759,64,"Hire a bike in NZ"
3463767,74,"Hire a bike in NZ"
3463839,92,"Hire a bike in NZ"
3463845,123,"Hire a bike in NZ"
3463567,73,"Hire a bike in NZ"
3463577,98,"Hire a bike in NZ"
3463579,73,"Hire a bike in NZ"
3463608,96,"Hire a bike in NZ"
3463609,78,"Hire a bike in NZ"
3463617,71,"Hire a bike in NZ"
3463638,91,"Hire a bike in NZ"
3463564,77,"Hire a bike in NZ"
3463661,73,"Hire a bike in NZ"
3463679,63,"Hire a bike in NZ"
3463696,86,"Hire a bike in NZ"
3463710,97,"Hire a bike in NZ"
3462641,75,"Hire a bike in NZ"
3462642,114,"Hire a bike in NZ"
3462661,69,"Hire a bike in NZ"
3462673,81,"Hire a bike in NZ"
3462691,81,"Hire a bike in NZ"
3462697,101,"Hire a bike in NZ"
3462705,90,"Hire a bike in NZ"
3462752,94,"Hire a bike in NZ"
3462753,69,"Hire a bike in NZ"
3462766,97,"Hire a bike in NZ"
3462773,103,"Hire a bike in NZ"
3462778,63,"Hire a bike in NZ"
3462795,96,"Hire a bike in NZ"
3462797,97,"Hire a bike in NZ"
3462805,102,"Hire a bike in NZ"
3462807,81,"Hire a bike in NZ"
3462741,97,"Hire a bike in NZ"
3462838,77,"Hire a bike in NZ"
3462848,89,"Hire a bike in NZ"
3462853,98,"Hire a bike in NZ"
3462862,86,"Hire a bike in NZ"
3462863,80,"Hire a bike in NZ"
3462952,83,"Hire a bike in NZ"
3462956,82,"Hire a bike in NZ"
3462957,59,"Hire a bike in NZ"
3462965,79,"Hire a bike in NZ"
3462971,67,"Hire a bike in NZ"
3462973,82,"Hire a bike in NZ"
3463021,94,"Hire a bike in NZ"
3463313,61,"Hire a bike in NZ"
3463338,80,"Hire a bike in NZ"
3462926,94,"Hire a bike in NZ"
3462931,94,"Hire a bike in NZ"
3463344,68,"Hire a bike in NZ"
3463374,71,"Hire a bike in NZ"
3463378,61,"Hire a bike in NZ"
3463388,59,"Hire a bike in NZ"
3463423,104,"Hire a bike in NZ"
3463501,94,"Hire a bike in NZ"
3463514,64,"Hire a bike in NZ"
3462533,100,"Hire a bike in NZ"
3462545,82,"Hire a bike in NZ"
3462556,112,"Hire a bike in NZ"
3462499,72,"Hire a bike in NZ"
3461909,61,"Hire a bike in NZ"
3461855,69,"Hire a bike in NZ"
3461658,65,"Hire a bike in NZ"
3461683,89,"Hire a bike in NZ"
3461698,73,"Hire a bike in NZ"
3461731,77,"Hire a bike in NZ"
3461734,66,"Hire a bike in NZ"
3461530,64,"Hire a bike in NZ"
3461550,84,"Hire a bike in NZ"
3461554,56,"Hire a bike in NZ"
3461393,90,"Hire a bike in NZ"
3461403,57,"Hire a bike in NZ"
3461414,94,"Hire a bike in NZ"
3191792,75,"Hire a bike in NZ"
3191742,72,"Hire a bike in NZ"
3191707,75,"Hire a bike in NZ"
3191753,56,"Hire a bike in NZ"
3191759,70,"Hire a bike in NZ"
3191679,67,"Hire a bike in NZ"
3191632,74,"Hire a bike in NZ"
3191646,63,"Hire a bike in NZ"
3191551,61,"Hire a bike in NZ"
3191445,80,"Hire a bike in NZ"
3191438,60,"Hire a bike in NZ"
3191526,68,"Hire a bike in NZ"
3191431,69,"Hire a bike in NZ"
3191419,63,"Hire a bike in NZ"
3191339,73,"Hire a bike in NZ"
3191350,72,"Hire a bike in NZ"
3191315,56,"Hire a bike in NZ"
3191305,72,"Hire a bike in NZ"
3191280,59,"Hire a bike in NZ"
3191220,75,"Hire a bike in NZ"
3190185,103,"Hire a bike in NZ"
3190620,85,"Hire a bike in NZ"
3190631,95,"Hire a bike in NZ"
3190409,71,"Hire a bike in NZ"
3190415,120,"Hire a bike in NZ"
3190422,81,"Hire a bike in NZ"
3190427,90,"Hire a bike in NZ"
3190444,86,"Hire a bike in NZ"
3190448,100,"Hire a bike in NZ"
3190402,77,"Hire a bike in NZ"
3190479,101,"Hire a bike in NZ"
3190500,102,"Hire a bike in NZ"
3190520,56,"Hire a bike in NZ"
3190537,85,"Hire a bike in NZ"
3190579,95,"Hire a bike in NZ"
3190584,96,"Hire a bike in NZ"
3190601,104,"Hire a bike in NZ"
3190278,101,"Hire a bike in NZ"
3190286,85,"Hire a bike in NZ"
3190258,71,"Hire a bike in NZ"
3190263,107,"Hire a bike in NZ"
3190342,95,"Hire a bike in NZ"
3190368,69,"Hire a bike in NZ"
3190374,64,"Hire a bike in NZ"
3190383,75,"Hire a bike in NZ"
3190234,82,"Hire a bike in NZ"
3190162,75,"Hire a bike in NZ"
3190151,76,"Hire a bike in NZ"
3190129,57,"Hire a bike in NZ"
3190010,96,"Hire a bike in NZ"
3190014,85,"Hire a bike in NZ"
3190015,62,"Hire a bike in NZ"
3190079,91,"Hire a bike in NZ"
3190024,74,"Hire a bike in NZ"
3190028,108,"Hire a bike in NZ"
3189979,80,"Hire a bike in NZ"
3189987,82,"Hire a bike in NZ"
3189993,69,"Hire a bike in NZ"
3189906,89,"Hire a bike in NZ"
3189908,72,"Hire a bike in NZ"
3189924,101,"Hire a bike in NZ"
3189843,72,"Hire a bike in NZ"
3189897,119,"Hire a bike in NZ"
3189954,77,"Hire a bike in NZ"
3189810,81,"Hire a bike in NZ"
3189782,74,"Hire a bike in NZ"
3189788,124,"Hire a bike in NZ"
3189708,73,"Hire a bike in NZ"
3189715,80,"Hire a bike in NZ"
3189723,123,"Hire a bike in NZ"
3189734,74,"Hire a bike in NZ"
3189683,65,"Hire a bike in NZ"
3189696,61,"Hire a bike in NZ"
3189749,74,"Hire a bike in NZ"
3189581,78,"Hire a bike in NZ"
3188515,81,"Hire a bike in NZ"
3189552,79,"Hire a bike in NZ"
3189597,73,"Hire a bike in NZ"
3189613,68,"Hire a bike in NZ"
3189621,86,"Hire a bike in NZ"
3189645,74,"Hire a bike in NZ"
3189646,71,"Hire a bike in NZ"
3189632,77,"Hire a bike in NZ"
3189669,83,"Hire a bike in NZ"
3189441,92,"Hire a bike in NZ"
3189446,72,"Hire a bike in NZ"
3189466,69,"Hire a bike in NZ"
3189483,59,"Hire a bike in NZ"
3189505,85,"Hire a bike in NZ"
3189518,55,"Hire a bike in NZ"
3189526,66,"Hire a bike in NZ"
3189535,68,"Hire a bike in NZ"
3189417,65,"Hire a bike in NZ"
3189422,72,"Hire a bike in NZ"
3189384,57,"Hire a bike in NZ"
3189404,62,"Hire a bike in NZ"
3189313,57,"Hire a bike in NZ"
3189338,101,"Hire a bike in NZ"
3189342,78,"Hire a bike in NZ"
3189346,75,"Hire a bike in NZ"
3189356,68,"Hire a bike in NZ"
3189363,64,"Hire a bike in NZ"
3189204,57,"Hire a bike in NZ"
3189368,93,"Hire a bike in NZ"
3189369,81,"Hire a bike in NZ"
3189005,81,"Hire a bike in NZ"
3189172,66,"Hire a bike in NZ"
3189178,66,"Hire a bike in NZ"
3189179,66,"Hire a bike in NZ"
3189221,68,"Hire a bike in NZ"
3189255,69,"Hire a bike in NZ"
3189286,53,"Hire a bike in NZ"
3188563,65,"Hire a bike in NZ"
3188608,62,"Hire a bike in NZ"
3188669,76,"Hire a bike in NZ"
3188709,100,"Hire a bike in NZ"
3188712,66,"Hire a bike in NZ"
3187288,76,"Hire a bike in NZ"
3188455,56,"Hire a bike in NZ"
3188397,91,"Hire a bike in NZ"
3188409,78,"Hire a bike in NZ"
3188434,93,"Hire a bike in NZ"
3188323,72,"Hire a bike in NZ"
3188329,70,"Hire a bike in NZ"
3188355,88,"Hire a bike in NZ"
3188365,75,"Hire a bike in NZ"
3188376,97,"Hire a bike in NZ"
3188381,69,"Hire a bike in NZ"
3188595,57,"Hire a bike in NZ"
3188738,75,"Hire a bike in NZ"
3188762,66,"Hire a bike in NZ"
3188764,75,"Hire a bike in NZ"
3188771,83,"Hire a bike in NZ"
3188839,65,"Hire a bike in NZ"
3188852,72,"Hire a bike in NZ"
3188855,70,"Hire a bike in NZ"
3188923,76,"Hire a bike in NZ"
3188929,76,"Hire a bike in NZ"
3188912,65,"Hire a bike in NZ"
3188944,83,"Hire a bike in NZ"
3189036,59,"Hire a bike in NZ"
3189038,94,"Hire a bike in NZ"
3189048,101,"Hire a bike in NZ"
3189055,112,"Hire a bike in NZ"
3189104,80,"Hire a bike in NZ"
3189107,78,"Hire a bike in NZ"
3189115,57,"Hire a bike in NZ"
3189124,61,"Hire a bike in NZ"
3189132,57,"Hire a bike in NZ"
3189133,58,"Hire a bike in NZ"
3189147,63,"Hire a bike in NZ"
3189148,67,"Hire a bike in NZ"
3189152,54,"Hire a bike in NZ"
3188252,91,"Hire a bike in NZ"
3188286,70,"Hire a bike in NZ"
3188302,76,"Hire a bike in NZ"
3188312,73,"Hire a bike in NZ"
3188050,89,"Hire a bike in NZ"
3188051,85,"Hire a bike in NZ"
3188055,52,"Hire a bike in NZ"
3188063,82,"Hire a bike in NZ"
3188082,72,"Hire a bike in NZ"
3188099,68,"Hire a bike in NZ"
3188146,82,"Hire a bike in NZ"
3188167,59,"Hire a bike in NZ"
3187806,106,"Hire a bike in NZ"
3187834,61,"Hire a bike in NZ"
3187852,80,"Hire a bike in NZ"
3187919,81,"Hire a bike in NZ"
3187931,80,"Hire a bike in NZ"
3187997,78,"Hire a bike in NZ"
3188000,82,"Hire a bike in NZ"
3188033,71,"Hire a bike in NZ"
3187666,63,"Hire a bike in NZ"
3187618,85,"Hire a bike in NZ"
3187691,72,"Hire a bike in NZ"
3187704,77,"Hire a bike in NZ"
3187733,104,"Hire a bike in NZ"
3187748,64,"Hire a bike in NZ"
3187601,69,"Hire a bike in NZ"
3187584,76,"Hire a bike in NZ"
3187503,72,"Hire a bike in NZ"
3187440,65,"Hire a bike in NZ"
3187472,62,"Hire a bike in NZ"
3187496,71,"Hire a bike in NZ"
3187306,72,"Hire a bike in NZ"
3187185,67,"Hire a bike in NZ"
3187145,63,"Hire a bike in NZ"
3187096,69,"Hire a bike in NZ"
3187081,63,"Hire a bike in NZ"
3186915,69,"Hire a bike in NZ"
3187079,55,"Hire a bike in NZ"
3187012,62,"Hire a bike in NZ"
3187003,64,"Hire a bike in NZ"
3186952,62,"Hire a bike in NZ"
3186976,69,"Hire a bike in NZ"
3186962,77,"Hire a bike in NZ"
3186966,57,"Hire a bike in NZ"
3186940,63,"Hire a bike in NZ"
3186943,65,"Hire a bike in NZ"
3186897,85,"Hire a bike in NZ"
3186903,68,"Hire a bike in NZ"
3186810,63,"Hire a bike in NZ"
3186843,72,"Hire a bike in NZ"
3186858,54,"Hire a bike in NZ"
3186763,94,"Hire a bike in NZ"
3186794,55,"Hire a bike in NZ"
3186583,65,"Hire a bike in NZ"
3186592,75,"Hire a bike in NZ"
3186602,74,"Hire a bike in NZ"
3186635,78,"Hire a bike in NZ"
3186646,80,"Hire a bike in NZ"
3186661,84,"Hire a bike in NZ"
3186698,81,"Hire a bike in NZ"
3186705,60,"Hire a bike in NZ"
3186709,76,"Hire a bike in NZ"
3186164,71,"Hire a bike in NZ"
3186120,73,"Hire a bike in NZ"
3186206,74,"Hire a bike in NZ"
3186289,59,"Hire a bike in NZ"
3186332,56,"Hire a bike in NZ"
3186451,94,"Hire a bike in NZ"
3186476,59,"Hire a bike in NZ"
3186478,92,"Hire a bike in NZ"
3186505,94,"Hire a bike in NZ"
3186507,60,"Hire a bike in NZ"
3186512,82,"Hire a bike in NZ"
3186551,58,"Hire a bike in NZ"
3186085,66,"Hire a bike in NZ"
3186099,79,"Hire a bike in NZ"
3185978,71,"Hire a bike in NZ"
3186035,71,"Hire a bike in NZ"
3185991,71,"Hire a bike in NZ"
3185945,63,"Hire a bike in NZ"
3185857,75,"Hire a bike in NZ"
3185938,56,"Hire a bike in NZ"
3185920,75,"Hire a bike in NZ"
3185768,77,"Hire a bike in NZ"
3185753,64,"Hire a bike in NZ"
3185669,81,"Hire a bike in NZ"
3185717,80,"Hire a bike in NZ"
3185639,64,"Hire a bike in NZ"
3185668,63,"Hire a bike in NZ"
3185598,68,"Hire a bike in NZ"
3185493,69,"Hire a bike in NZ"
3185564,77,"Hire a bike in NZ"
3185514,68,"Hire a bike in NZ"
3185432,78,"Hire a bike in NZ"
3185449,56,"Hire a bike in NZ"
3185429,66,"Hire a bike in NZ"
3185369,74,"Hire a bike in NZ"
3185390,65,"Hire a bike in NZ"
3185333,75,"Hire a bike in NZ"
3185295,73,"Hire a bike in NZ"
3185319,81,"Hire a bike in NZ"
3185297,70,"Hire a bike in NZ"
3185285,61,"Hire a bike in NZ"
3185267,58,"Hire a bike in NZ"
3185241,73,"Hire a bike in NZ"
3185223,66,"Hire a bike in NZ"
3185210,74,"Hire a bike in NZ"
3185220,79,"Hire a bike in NZ"
3185121,79,"Hire a bike in NZ"
3185114,70,"Hire a bike in NZ"
3185106,58,"Hire a bike in NZ"
3185073,75,"Hire a bike in NZ"
3185087,71,"Hire a bike in NZ"
3185089,56,"Hire a bike in NZ"
3185050,71,"Hire a bike in NZ"
3184979,62,"Hire a bike in NZ"
3184998,72,"Hire a bike in NZ"
3184981,64,"Hire a bike in NZ"
3184982,69,"Hire a bike in NZ"
3184963,83,"Hire a bike in NZ"
3184916,70,"Hire a bike in NZ"
3184865,77,"Hire a bike in NZ"
3184855,76,"Hire a bike in NZ"
3184834,74,"Hire a bike in NZ"
3184795,70,"Hire a bike in NZ"
3523911,89,"Hire a bike in NZ"
3523918,96,"Hire a bike in NZ"
3524900,76,"Hire a bike in NZ"
3524903,71,"Hire a bike in NZ"
3524907,100,"Hire a bike in NZ"
3524909,76,"Hire a bike in NZ"
3524913,57,"Hire a bike in NZ"
3524786,92,"Hire a bike in NZ"
3524793,107,"Hire a bike in NZ"
3524818,63,"Hire a bike in NZ"
3524820,75,"Hire a bike in NZ"
3524851,103,"Hire a bike in NZ"
3523877,59,"Hire a bike in NZ"
3523881,69,"Hire a bike in NZ"
3523885,85,"Hire a bike in NZ"
3523888,113,"Hire a bike in NZ"
3523902,65,"Hire a bike in NZ"
3524871,146,"Hire a bike in NZ"
3524872,103,"Hire a bike in NZ"
3524874,84,"Hire a bike in NZ"
3524883,75,"Hire a bike in NZ"
3524888,65,"Hire a bike in NZ"
3524891,55,"Hire a bike in NZ"
3524895,77,"Hire a bike in NZ"
3523206,65,"Hire a bike in NZ"
3523710,65,"Hire a bike in NZ"
3523181,68,"Hire a bike in NZ"
3523744,101,"Hire a bike in NZ"
3523751,102,"Hire a bike in NZ"
3523669,74,"Hire a bike in NZ"
3523670,86,"Hire a bike in NZ"
3523689,55,"Hire a bike in NZ"
3523212,70,"Hire a bike in NZ"
3523239,79,"Hire a bike in NZ"
3523240,72,"Hire a bike in NZ"
3523384,62,"Hire a bike in NZ"
3523659,71,"Hire a bike in NZ"
3523766,70,"Hire a bike in NZ"
3523771,63,"Hire a bike in NZ"
3523785,71,"Hire a bike in NZ"
3523791,76,"Hire a bike in NZ"
3523792,61,"Hire a bike in NZ"
3523796,80,"Hire a bike in NZ"
3523812,56,"Hire a bike in NZ"
3523819,79,"Hire a bike in NZ"
3523821,139,"Hire a bike in NZ"
3523822,80,"Hire a bike in NZ"
3523823,80,"Hire a bike in NZ"
3523837,67,"Hire a bike in NZ"
3523844,64,"Hire a bike in NZ"
3523855,92,"Hire a bike in NZ"
3523865,71,"Hire a bike in NZ"
3523871,106,"Hire a bike in NZ"
3523031,77,"Hire a bike in NZ"
3503349,66,"Hire a bike in NZ"
3523012,89,"Hire a bike in NZ"
3503784,116,"Hire a bike in NZ"
3522977,79,"Hire a bike in NZ"
3523048,85,"Hire a bike in NZ"
3523138,68,"Hire a bike in NZ"
3523146,93,"Hire a bike in NZ"
3523153,85,"Hire a bike in NZ"
3523160,62,"Hire a bike in NZ"
3523175,96,"Hire a bike in NZ"
3503759,97,"Hire a bike in NZ"
3503773,74,"Hire a bike in NZ"
3503778,67,"Hire a bike in NZ"
3503583,58,"Hire a bike in NZ"
3503590,92,"Hire a bike in NZ"
3503591,86,"Hire a bike in NZ"
3503797,71,"Hire a bike in NZ"
3503800,64,"Hire a bike in NZ"
3503808,62,"Hire a bike in NZ"
3503821,77,"Hire a bike in NZ"
3503531,60,"Hire a bike in NZ"
3503537,90,"Hire a bike in NZ"
3503540,109,"Hire a bike in NZ"
